Year,Program,Type,State,Total_institutions,New_institutions,Closed_institutions,Intake,Girls_enrollment,Boys_enrolment,Faculties,Passed,Placement,Enrollment,Placement_Rate_Percentage,Pass_ Rate_Percentage,Student to Faculty Ratio,Girls_Enrollment_Percentage,Boys_Enrollment_Percentage
2014-01-01,Engineering,All,Gujarat,110.0,2.0,0.0,32692.5,6732.5,20775.0,3223.5,24726.5,7234.0,23834.0,30.35159855668373,103.74465049928673,7.393826586008997,28.247461609465468,87.1653939749937
2015-01-01,Engineering,All,Gujarat,120.0,5.0,0.0,32692.5,6732.5,20775.0,3223.5,24726.5,8960.0,23834.0,37.593354032055046,103.74465049928673,7.393826586008997,28.247461609465468,87.1653939749937
2016-01-01,Engineering,All,Gujarat,123.0,5.0,0.0,32692.5,6210.0,20775.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,26.05521523873458,87.1653939749937
2017-01-01,Engineering,All,Gujarat,128.0,4.0,1.0,32692.5,5737.0,20775.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,24.07065536628346,87.1653939749937
2018-01-01,Engineering,All,Gujarat,131.0,5.0,0.0,32692.5,4548.0,20775.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,19.081983720735085,87.1653939749937
2019-01-01,Engineering,All,Gujarat,126.0,0.0,2.0,32692.5,4203.0,20775.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,17.634471763027605,87.1653939749937
2020-01-01,Engineering,All,Gujarat,127.0,3.0,2.0,32692.5,4402.0,20775.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,18.469413442980617,87.1653939749937
2021-01-01,Engineering,All,Gujarat,124.0,2.0,0.0,32692.5,4411.0,20304.0,3223.5,24726.5,9550.5,23834.0,40.0709071074935,103.74465049928673,7.393826586008997,18.507174624486026,85.18922547621045
2013-01-01,Management,All,Gujarat,133.0,4.0,0.0,16196.0,3016.0,4559.0,1268.0,5672.0,3580.0,7575.0,47.26072607260726,74.87788778877888,5.9739747634069404,39.81518151815182,60.18481848184819
2014-01-01,Management,All,Gujarat,119.0,1.0,2.5,15663.0,2757.0,4519.0,1574.0,5471.0,3827.0,7276.0,52.59758108851017,75.19241341396372,4.622617534942821,37.891698735568994,62.108301264431006
2015-01-01,Management,All,Gujarat,108.0,1.0,1.0,14436.0,2751.0,4515.0,1851.0,5777.0,3788.0,7266.0,52.133223231489126,79.50729424717863,3.9254457050243112,37.861271676300575,62.138728323699425
2016-01-01,Management,All,Gujarat,100.0,1.0,2.5,13475.0,2821.0,4367.0,1665.0,5814.0,3848.0,7188.0,53.53366722314969,80.8848080133556,4.317117117117117,39.24596549805231,60.75403450194769
2017-01-01,Management,All,Gujarat,93.0,3.0,2.5,12585.0,2899.0,3754.0,1549.0,5364.0,3555.0,6653.0,53.43454080865775,80.62528182774689,4.295029051000646,43.574327371110776,56.425672628889224
2018-01-01,Management,All,Gujarat,92.0,1.0,0.0,12335.0,3344.0,3763.0,1661.0,5676.0,3634.0,7107.0,51.1326860841424,79.86492190797804,4.278747742323901,47.052202054312644,52.94779794568735
2019-01-01,Management,All,Gujarat,92.0,2.0,0.0,11279.0,3544.0,4057.0,1275.0,5660.0,4083.0,7601.0,53.71661623470596,74.46388633074595,5.961568627450981,46.62544402052362,53.37455597947639
2020-01-01,Management,All,Gujarat,89.0,1.0,0.0,10550.0,3819.0,4322.0,1279.0,5173.0,4392.0,8141.0,53.949146296523764,63.54256233877902,6.365129007036748,46.91069893133522,53.08930106866478
2021-01-01,Management,All,Gujarat,91.0,1.0,0.0,10678.0,3529.0,4198.0,1286.0,5455.0,3460.0,7727.0,44.77805099003494,70.59660929209267,6.00855365474339,45.671023683188814,54.328976316811186
2013-01-01,Pharmacy,All,Gujarat,79.0,0.0,0.0,6285.0,1190.0,947.0,904.0,2649.0,730.0,2137.0,34.160037435657465,123.9588207767899,2.3639380530973453,55.68554047730463,44.314459522695365
2014-01-01,Pharmacy,All,Gujarat,78.0,0.0,2.0,5865.0,1172.0,832.0,1169.0,2119.0,545.0,2004.0,27.195608782435134,105.7385229540918,1.7142857142857142,58.48303393213573,41.51696606786427
2015-01-01,Pharmacy,All,Gujarat,72.0,0.0,2.0,5505.0,1479.0,1132.0,1320.0,1699.0,595.0,2611.0,22.78820375335121,65.07085407889697,1.978030303030303,56.644963615472996,43.355036384527004
2016-01-01,Pharmacy,All,Gujarat,71.0,0.0,2.5,5445.0,1791.0,1586.0,1220.0,1630.0,444.0,3377.0,13.147764287829434,48.26769321883329,2.768032786885246,53.03523837725792,46.96476162274208
2017-01-01,Pharmacy,All,Gujarat,69.0,0.0,1.0,5435.0,1753.0,1826.0,1172.0,1548.0,438.0,3579.0,12.238055322715843,43.2523051131601,3.053754266211604,48.98016205644035,51.01983794355965
2018-01-01,Pharmacy,All,Gujarat,68.0,1.0,0.0,5515.0,1847.0,2079.0,1368.0,1958.0,653.0,3926.0,16.63270504330107,49.87264391237901,2.8698830409356724,47.04533876719307,52.954661232806934
2019-01-01,Pharmacy,All,Gujarat,65.0,0.0,0.0,4725.0,1918.0,2134.0,1333.0,2090.0,767.0,4052.0,18.928923988153997,51.579466929911156,3.039759939984996,47.334649555774924,52.665350444225076
2020-01-01,Pharmacy,All,Gujarat,67.0,4.0,1.0,4800.0,1851.0,2279.0,1593.0,1884.0,653.0,4130.0,15.811138014527845,45.61743341404358,2.5925925925925926,44.818401937046005,55.181598062953995
2021-01-01,Pharmacy,All,Gujarat,60.0,0.0,0.0,4485.0,1629.0,1949.0,1508.0,1636.0,660.0,3578.0,18.4460592509782,45.72386808272778,2.372679045092838,45.52822806036892,54.471771939631076
2013-01-01,Pharmacy,Government,Haryana,2.0,0.0,0.0,120.0,52.0,61.0,22.0,109.0,5.0,113.0,4.424778761061947,96.46017699115043,5.136363636363637,46.017699115044245,53.98230088495575
2014-01-01,Pharmacy,Government,Haryana,2.0,0.0,0.0,120.0,33.0,84.0,28.0,102.0,30.0,117.0,25.64102564102564,87.17948717948718,4.178571428571429,28.205128205128204,71.7948717948718
2015-01-01,Pharmacy,Government,Haryana,3.0,0.0,0.0,180.0,50.0,127.0,28.0,140.0,22.0,177.0,12.429378531073446,79.09604519774011,6.321428571428571,28.24858757062147,71.75141242937853
2016-01-01,Pharmacy,Government,Haryana,5.0,0.0,0.0,300.0,94.0,163.0,22.0,191.0,58.0,257.0,22.56809338521401,74.31906614785993,11.681818181818182,36.57587548638132,63.42412451361867
2017-01-01,Pharmacy,Government,Haryana,6.0,1.0,0.0,350.0,110.0,194.0,22.0,279.0,27.0,304.0,8.881578947368421,91.77631578947368,13.818181818181818,36.18421052631579,63.81578947368421
2018-01-01,Pharmacy,Government,Haryana,6.0,0.0,0.0,350.0,123.0,218.0,30.0,274.0,59.0,341.0,17.302052785923756,80.35190615835776,11.366666666666667,36.070381231671554,63.929618768328446
2019-01-01,Pharmacy,Government,Haryana,6.0,0.0,0.0,360.0,145.0,234.0,23.0,196.0,30.0,379.0,7.9155672823219,51.71503957783641,16.47826086956522,38.258575197889186,61.74142480211082
2020-01-01,Pharmacy,Government,Haryana,7.0,1.0,0.0,460.0,129.0,223.0,35.0,117.0,36.0,352.0,10.227272727272728,33.23863636363637,10.057142857142857,36.64772727272727,63.35227272727273
2021-01-01,Pharmacy,Government,Haryana,6.0,0.0,0.0,400.0,198.0,223.0,33.0,210.0,19.0,421.0,4.513064133016627,49.8812351543943,12.757575757575758,47.03087885985748,52.96912114014252
2013-01-01,Pharmacy,Private,Haryana,31.0,0.0,0.0,2004.0,410.0,1052.0,293.0,619.0,270.0,1462.0,18.467852257181942,42.339261285909714,4.989761092150171,28.0437756497948,71.9562243502052
2014-01-01,Pharmacy,Private,Haryana,30.0,0.0,1.0,2064.0,321.0,1269.0,399.0,649.0,253.0,1590.0,15.91194968553459,40.81761006289308,3.9849624060150375,20.18867924528302,79.81132075471699
2015-01-01,Pharmacy,Private,Haryana,28.0,0.0,0.0,2124.0,290.0,1398.0,495.0,673.0,311.0,1688.0,18.424170616113745,39.8696682464455,3.4101010101010103,17.180094786729857,82.81990521327015
2016-01-01,Pharmacy,Private,Haryana,27.0,1.0,0.0,2100.0,216.0,1318.0,520.0,736.0,318.0,1534.0,20.73011734028683,47.979139504563236,2.95,14.08083441981747,85.91916558018254
2017-01-01,Pharmacy,Private,Haryana,30.0,3.0,0.0,2305.0,306.0,1395.0,572.0,769.0,444.0,1701.0,26.102292768959433,45.20870076425632,2.9737762237762237,17.989417989417987,82.01058201058201
2018-01-01,Pharmacy,Private,Haryana,38.0,5.0,0.0,3035.0,318.0,1515.0,590.0,1061.0,553.0,1833.0,30.169121658483363,57.88325150027278,3.106779661016949,17.348608837970538,82.65139116202947
2019-01-01,Pharmacy,Private,Haryana,47.0,5.0,0.0,3895.0,468.0,1692.0,751.0,612.0,510.0,2160.0,23.61111111111111,28.333333333333332,2.8761651131824233,21.666666666666668,78.33333333333333
2020-01-01,Pharmacy,Private,Haryana,52.0,5.0,0.0,4214.0,327.0,1156.0,1344.0,409.0,308.0,1483.0,20.768712070128117,27.579231287929872,1.103422619047619,22.049898853674982,77.95010114632501
2021-01-01,Pharmacy,Private,Haryana,18.0,0.0,0.0,1320.0,154.0,620.0,635.0,783.0,229.0,774.0,29.58656330749354,101.16279069767442,1.2188976377952756,19.896640826873384,80.10335917312662
2013-01-01,Engineering,Government,Haryana,5.0,3.0,0.0,1644.0,624.0,2565.0,1410.0,1166.0,293.0,3189.0,9.187833176544371,36.563185951709,2.2617021276595746,19.567262464722486,80.43273753527752
2014-01-01,Engineering,Government,Haryana,6.0,1.0,0.0,2334.0,487.0,1409.0,391.0,1400.0,582.0,1896.0,30.69620253164557,73.83966244725738,4.849104859335038,25.685654008438817,74.31434599156118
2015-01-01,Engineering,Government,Haryana,6.0,0.0,0.0,2370.0,420.0,1470.0,365.0,1465.0,642.0,1890.0,33.96825396825397,77.5132275132275,5.178082191780822,22.22222222222222,77.77777777777779
2016-01-01,Engineering,Government,Haryana,9.0,0.0,0.0,3150.0,515.0,1680.0,352.0,1981.0,850.0,2195.0,38.724373576309794,90.250569476082,6.235795454545454,23.462414578587698,76.5375854214123
2017-01-01,Engineering,Government,Haryana,12.0,1.0,0.0,3491.0,502.0,1977.0,415.0,2112.0,793.0,2479.0,31.988705123033483,85.19564340459863,5.973493975903614,20.250100847115775,79.74989915288423
2018-01-01,Engineering,Government,Haryana,14.0,2.0,0.0,4031.0,487.0,2011.0,412.0,2228.0,874.0,2498.0,34.98799039231385,89.19135308246598,6.063106796116505,19.495596477181746,80.50440352281825
2019-01-01,Engineering,Government,Haryana,15.0,1.0,0.0,4261.0,495.0,2091.0,429.0,2309.0,916.0,2586.0,35.4215003866976,89.28847641144625,6.027972027972028,19.1415313225058,80.8584686774942
2020-01-01,Engineering,Government,Haryana,13.0,1.0,0.0,4076.0,559.0,2274.0,925.0,1773.0,1156.0,2833.0,40.80480056477233,62.58383339216378,3.0627027027027025,19.731733145075893,80.26826685492411
2021-01-01,Engineering,Government,Haryana,16.0,3.0,0.0,4721.0,624.0,2565.0,1410.0,2415.0,968.0,3189.0,30.354343054248982,75.72906867356538,2.2617021276595746,19.567262464722486,80.43273753527752
2013-01-01,Engineering,Private,Haryana,153.0,3.0,0.0,37305.0,4563.5,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,36.91554764601197,62.6476298333603
2014-01-01,Engineering,Private,Haryana,153.0,2.0,2.0,37305.0,3073.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,24.858437146092864,62.6476298333603
2015-01-01,Engineering,Private,Haryana,151.0,2.0,1.0,37305.0,2459.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,19.89160330043682,62.6476298333603
2016-01-01,Engineering,Private,Haryana,143.0,0.0,5.0,37305.0,1997.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,16.154343957288464,62.6476298333603
2017-01-01,Engineering,Private,Haryana,132.0,1.0,5.0,37305.0,2031.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,16.429380359165183,62.6476298333603
2018-01-01,Engineering,Private,Haryana,123.0,0.0,3.0,37305.0,1931.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,15.620449765410127,62.6476298333603
2019-01-01,Engineering,Private,Haryana,115.0,4.0,1.0,37305.0,1583.0,7744.5,4689.5,10063.0,6300.5,11055.0,56.99231117141564,91.02668475802804,2.357394178483847,14.319312528267753,70.05427408412484
2020-01-01,Engineering,Private,Haryana,102.0,0.0,3.0,29797.0,1817.0,7744.5,4689.5,7312.0,6300.5,11278.0,55.86540166696222,64.8341904593013,2.404947222518392,16.11101259088491,68.66909026423124
2021-01-01,Engineering,Private,Haryana,93.0,0.0,0.0,26347.0,1604.0,7646.0,4689.5,7103.0,5818.0,9250.0,62.89729729729729,76.78918918918919,1.97249173685894,17.34054054054054,82.65945945945946
2013-01-01,Management,Private,Haryana,162.0,3.0,0.0,15511.0,1670.0,3090.0,1506.0,4239.0,2374.0,4760.0,49.87394957983193,89.05462184873949,3.1606905710491366,35.08403361344538,64.91596638655463
2014-01-01,Management,Private,Haryana,157.0,2.0,4.0,15271.0,1523.0,3090.0,1952.0,3858.0,2279.0,4613.0,49.403858660307826,83.63321049208758,2.363217213114754,33.01539128549751,66.98460871450249
2015-01-01,Management,Private,Haryana,141.0,0.0,1.0,14374.0,2032.0,3790.0,2087.0,3670.0,2305.0,5822.0,39.59120577121264,63.03675712813466,2.789650215620508,34.90209549982824,65.09790450017177
2016-01-01,Management,Private,Haryana,135.0,0.0,4.0,13944.0,1887.0,3244.0,2030.0,3718.0,2285.0,5131.0,44.53322938998246,72.46150847787956,2.527586206896552,36.77645683102709,63.22354316897291
2017-01-01,Management,Private,Haryana,128.0,1.0,5.0,12870.0,1625.0,2990.0,1931.0,3672.0,2322.0,4615.0,50.314192849404115,79.56663055254604,2.3899533920248577,35.2112676056338,64.7887323943662
2018-01-01,Management,Private,Haryana,116.0,1.0,4.0,10941.0,1768.0,3291.0,1861.0,3522.0,2405.0,5059.0,47.539039335837124,69.61850168017395,2.7184309511015585,34.94761810634513,65.05238189365488
2019-01-01,Management,Private,Haryana,107.0,2.0,2.0,9494.0,1894.0,3265.0,1385.0,3569.0,2591.0,5159.0,50.222911416941265,69.1800736576856,3.724909747292419,36.71254119015313,63.287458809846875
2020-01-01,Management,Private,Haryana,100.0,1.0,2.0,8825.0,1836.0,3109.0,1300.0,2369.0,2636.0,4945.0,53.30637007077856,47.906976744186046,3.8038461538461537,37.128412537917086,62.871587462082914
2021-01-01,Management,Private,Haryana,99.0,3.0,0.0,8483.0,1866.0,3044.0,1214.0,2772.0,2183.0,4910.0,44.46028513238289,56.45621181262729,4.0444810543657335,38.0040733197556,61.995926680244395
2013-01-01,Management,Government,Haryana,11.0,0.0,0.0,1495.0,414.0,418.0,114.0,851.0,322.0,832.0,38.70192307692308,102.28365384615385,7.298245614035087,49.75961538461539,50.24038461538461
2014-01-01,Management,Government,Haryana,10.0,0.0,0.0,1340.0,333.0,459.0,110.0,682.0,336.0,792.0,42.42424242424242,86.11111111111111,7.2,42.04545454545455,57.95454545454546
2015-01-01,Management,Government,Haryana,11.0,0.0,0.0,1580.0,311.0,452.0,113.0,759.0,405.0,763.0,53.07994757536042,99.47575360419397,6.752212389380531,40.76015727391874,59.23984272608126
2016-01-01,Management,Government,Haryana,12.0,0.0,0.0,1610.0,363.0,485.0,75.0,598.0,339.0,848.0,39.97641509433962,70.51886792452831,11.306666666666667,42.806603773584904,57.193396226415096
2017-01-01,Management,Government,Haryana,11.0,0.0,0.0,1555.0,348.0,430.0,67.0,597.0,281.0,778.0,36.11825192802057,76.73521850899743,11.611940298507463,44.73007712082262,55.26992287917738
2018-01-01,Management,Government,Haryana,6.0,1.0,0.0,1075.0,250.0,347.0,83.0,359.0,68.0,597.0,11.390284757118927,60.13400335008375,7.192771084337349,41.87604690117253,58.12395309882747
2019-01-01,Management,Government,Haryana,5.0,0.0,0.0,765.0,220.0,312.0,47.0,299.0,44.0,532.0,8.270676691729323,56.20300751879699,11.319148936170214,41.35338345864661,58.64661654135338
2020-01-01,Management,Government,Haryana,6.0,0.0,0.0,675.0,196.0,261.0,59.0,342.0,124.0,457.0,27.13347921225383,74.83588621444201,7.745762711864407,42.88840262582057,57.11159737417943
2021-01-01,Management,Government,Haryana,7.0,1.0,0.0,675.0,197.0,192.0,68.0,289.0,101.0,389.0,25.96401028277635,74.293059125964,5.720588235294118,50.6426735218509,49.3573264781491
2013-01-01,Engineering,All,Haryana,158.0,3.0,0.0,37305.0,4563.5,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,36.91554764601197,62.6476298333603
2014-01-01,Engineering,All,Haryana,159.0,3.0,2.0,37305.0,3560.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,28.79792913767999,62.6476298333603
2015-01-01,Engineering,All,Haryana,157.0,2.0,1.0,37305.0,2879.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,23.289111794208058,62.6476298333603
2016-01-01,Engineering,All,Haryana,152.0,0.0,5.0,37305.0,2512.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,20.320336515127003,62.6476298333603
2017-01-01,Engineering,All,Haryana,144.0,2.0,5.0,37305.0,2533.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,20.490211939815563,62.6476298333603
2018-01-01,Engineering,All,Haryana,137.0,2.0,3.0,37305.0,2418.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,19.559941756997247,62.6476298333603
2019-01-01,Engineering,All,Haryana,130.0,5.0,1.0,37305.0,2078.0,7744.5,4689.5,10063.0,6300.5,12362.0,50.96667205953729,81.40268564957127,2.636101929843267,16.80957773823006,62.6476298333603
2020-01-01,Engineering,All,Haryana,115.0,0.0,3.0,33873.0,2376.0,7744.5,4689.5,9085.0,6300.5,12362.0,50.96667205953729,73.49134444264682,2.636101929843267,19.22019090762013,62.6476298333603
2021-01-01,Engineering,All,Haryana,109.0,3.0,0.0,31068.0,2228.0,7744.5,4689.5,9382.0,6300.5,12362.0,50.96667205953729,75.89386830609934,2.636101929843267,18.022973628862644,62.6476298333603
2013-01-01,Management,All,Haryana,173.0,3.0,0.0,17006.0,2084.0,3508.0,1620.0,5090.0,2696.0,5592.0,48.21173104434907,91.02288984263234,3.4518518518518517,37.26752503576538,62.73247496423462
2014-01-01,Management,All,Haryana,167.0,2.0,4.0,16611.0,1856.0,3549.0,2062.0,4540.0,2615.0,5405.0,48.381128584643854,83.99629972247918,2.6212415130940836,34.338575393154485,65.66142460684551
2015-01-01,Management,All,Haryana,152.0,0.0,1.0,15954.0,2343.0,4242.0,2200.0,4429.0,2710.0,6585.0,41.15413819286257,67.25892179195141,2.993181818181818,35.58086560364465,64.41913439635535
2016-01-01,Management,All,Haryana,147.0,0.0,4.0,15554.0,2250.0,3729.0,2105.0,4316.0,2624.0,5979.0,43.88693761498578,72.18598427830742,2.8403800475059384,37.63171098845961,62.36828901154039
2017-01-01,Management,All,Haryana,139.0,1.0,5.0,14425.0,1973.0,3420.0,1998.0,4269.0,2603.0,5393.0,48.2662710921565,79.15816799554979,2.699199199199199,36.584461338772485,63.41553866122752
2018-01-01,Management,All,Haryana,122.0,2.0,4.0,12016.0,2018.0,3638.0,1944.0,3881.0,2473.0,5656.0,43.72347949080622,68.61739745403112,2.909465020576132,35.678925035360685,64.32107496463932
2019-01-01,Management,All,Haryana,112.0,2.0,2.0,10259.0,2114.0,3577.0,1432.0,3868.0,2635.0,5691.0,46.301177297487264,67.96696538393955,3.9741620111731844,37.14637146371464,62.85362853628536
2020-01-01,Management,All,Haryana,106.0,1.0,2.0,9500.0,2032.0,3370.0,1359.0,2711.0,2760.0,5402.0,51.09218807848946,50.185116623472794,3.974981604120677,37.61569788967049,62.3843021103295
2021-01-01,Management,All,Haryana,106.0,4.0,0.0,9158.0,2063.0,3236.0,1282.0,3133.0,2284.0,5299.0,43.10247216455935,59.124363087374974,4.133385335413417,38.93187393847896,61.06812606152104
2013-01-01,Pharmacy,All,Haryana,33.0,0.0,0.0,2124.0,462.0,1113.0,315.0,728.0,275.0,1575.0,17.46031746031746,46.22222222222222,5.0,29.333333333333332,70.66666666666667
2014-01-01,Pharmacy,All,Haryana,32.0,0.0,1.0,2184.0,354.0,1353.0,427.0,751.0,283.0,1707.0,16.578793204452253,43.99531341534856,3.997658079625293,20.738137082601053,79.26186291739896
2015-01-01,Pharmacy,All,Haryana,31.0,0.0,0.0,2304.0,340.0,1525.0,523.0,813.0,333.0,1865.0,17.855227882037532,43.59249329758713,3.565965583173996,18.230563002680967,81.76943699731903
2016-01-01,Pharmacy,All,Haryana,32.0,1.0,0.0,2400.0,310.0,1481.0,542.0,927.0,376.0,1791.0,20.99385817978783,51.75879396984925,3.304428044280443,17.308766052484646,82.69123394751536
2017-01-01,Pharmacy,All,Haryana,36.0,4.0,0.0,2655.0,416.0,1589.0,594.0,1048.0,471.0,2005.0,23.49127182044888,52.26932668329177,3.3754208754208754,20.74812967581047,79.25187032418953
2018-01-01,Pharmacy,All,Haryana,44.0,5.0,0.0,3385.0,441.0,1733.0,620.0,1335.0,612.0,2174.0,28.150873965041402,61.40754369825206,3.5064516129032257,20.2851885924563,79.71481140754369
2019-01-01,Pharmacy,All,Haryana,53.0,5.0,0.0,4255.0,613.0,1926.0,774.0,808.0,540.0,2539.0,21.26821583300512,31.82355257975581,3.2803617571059434,24.143363528948406,75.8566364710516
2020-01-01,Pharmacy,All,Haryana,59.0,5.0,0.0,4674.0,456.0,1379.0,1379.0,526.0,344.0,1835.0,18.74659400544959,28.664850136239785,1.3306744017403915,24.850136239782017,75.14986376021798
2021-01-01,Pharmacy,All,Haryana,24.0,0.0,0.0,1720.0,352.0,843.0,668.0,924.0,248.0,1195.0,20.753138075313807,77.32217573221757,1.7889221556886228,29.456066945606697,70.5439330543933
2013-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,13.0,23.0,8.0,39.0,17.0,36.0,47.22222222222222,108.33333333333333,4.5,36.11111111111111,63.888888888888886
2014-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,13.0,23.0,11.0,41.0,40.0,36.0,111.11111111111111,113.88888888888889,3.272727272727273,36.11111111111111,63.888888888888886
2015-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,29.0,6.0,11.0,42.0,5.0,35.0,14.285714285714285,120.0,3.1818181818181817,82.85714285714286,17.142857142857142
2016-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,23.0,14.0,8.0,38.0,18.0,37.0,48.64864864864865,102.7027027027027,4.625,62.16216216216216,37.83783783783784
2017-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,29.0,6.0,7.0,45.0,5.0,35.0,14.285714285714285,128.57142857142858,5.0,82.85714285714286,17.142857142857142
2018-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,19.0,20.0,9.0,46.0,10.0,39.0,25.64102564102564,117.94871794871796,4.333333333333333,48.717948717948715,51.28205128205128
2019-01-01,Pharmacy,Government,Himachal Pradesh,1.0,0.0,0.0,40.0,24.0,13.0,9.0,46.0,11.0,37.0,29.72972972972973,124.32432432432432,4.111111111111111,64.86486486486487,35.13513513513514
2020-01-01,Pharmacy,Government,Himachal Pradesh,2.0,0.0,0.0,100.0,24.0,13.0,9.0,89.0,3.0,37.0,8.108108108108109,240.54054054054052,4.111111111111111,64.86486486486487,35.13513513513514
2021-01-01,Pharmacy,Government,Himachal Pradesh,2.0,0.0,0.0,100.0,68.0,31.0,18.0,89.0,3.0,99.0,3.0303030303030303,89.8989898989899,5.5,68.68686868686868,31.313131313131315
2013-01-01,Pharmacy,Private,Himachal Pradesh,14.0,0.0,0.0,1020.0,228.0,353.0,105.0,285.0,148.0,581.0,25.47332185886403,49.05335628227194,5.533333333333333,39.24268502581756,60.75731497418244
2014-01-01,Pharmacy,Private,Himachal Pradesh,14.0,0.0,0.0,1080.0,264.0,481.0,188.0,379.0,154.0,745.0,20.671140939597315,50.87248322147651,3.9627659574468086,35.43624161073826,64.56375838926175
2015-01-01,Pharmacy,Private,Himachal Pradesh,14.0,0.0,0.0,1080.0,258.0,534.0,247.0,360.0,150.0,792.0,18.939393939393938,45.45454545454545,3.2064777327935223,32.57575757575758,67.42424242424242
2016-01-01,Pharmacy,Private,Himachal Pradesh,16.0,0.0,0.0,1200.0,281.0,475.0,293.0,426.0,188.0,756.0,24.867724867724867,56.34920634920635,2.580204778156997,37.16931216931217,62.83068783068783
2017-01-01,Pharmacy,Private,Himachal Pradesh,15.0,0.0,0.0,1108.0,325.0,515.0,187.0,439.0,217.0,840.0,25.833333333333336,52.261904761904766,4.491978609625669,38.69047619047619,61.30952380952381
2018-01-01,Pharmacy,Private,Himachal Pradesh,14.0,0.0,0.0,1030.0,286.0,574.0,284.0,404.0,191.0,860.0,22.209302325581394,46.97674418604651,3.028169014084507,33.25581395348837,66.74418604651163
2019-01-01,Pharmacy,Private,Himachal Pradesh,14.0,0.0,0.0,1060.0,341.0,612.0,316.0,440.0,291.0,953.0,30.535152151101784,46.16998950682057,3.0158227848101267,35.78174186778594,64.21825813221406
2020-01-01,Pharmacy,Private,Himachal Pradesh,17.0,0.0,0.0,1240.0,274.0,561.0,372.0,188.0,185.0,835.0,22.15568862275449,22.51497005988024,2.2446236559139785,32.81437125748503,67.18562874251496
2021-01-01,Pharmacy,Private,Himachal Pradesh,11.0,0.0,0.0,820.0,170.0,356.0,302.0,479.0,125.0,526.0,23.76425855513308,91.06463878326996,1.7417218543046358,32.31939163498099,67.68060836501901
2013-01-01,Engineering,Government,Himachal Pradesh,1.0,0.0,0.0,240.0,80.0,171.0,23.0,75.0,18.0,251.0,7.171314741035857,29.880478087649404,10.91304347826087,31.872509960159363,68.12749003984064
2014-01-01,Engineering,Government,Himachal Pradesh,2.0,0.0,0.0,540.0,78.0,266.0,53.0,247.0,35.0,344.0,10.174418604651162,71.80232558139535,6.490566037735849,22.674418604651162,77.32558139534885
2015-01-01,Engineering,Government,Himachal Pradesh,1.0,0.0,0.0,240.0,45.0,189.0,88.0,190.0,56.0,234.0,23.931623931623932,81.19658119658119,2.659090909090909,19.230769230769234,80.76923076923077
2016-01-01,Engineering,Government,Himachal Pradesh,3.0,0.0,0.0,600.0,80.0,317.0,67.0,341.0,187.0,397.0,47.103274559193956,85.8942065491184,5.925373134328358,20.151133501259448,79.84886649874056
2017-01-01,Engineering,Government,Himachal Pradesh,4.0,0.0,0.0,900.0,142.0,564.0,74.0,445.0,154.0,706.0,21.813031161473088,63.03116147308781,9.54054054054054,20.113314447592067,79.88668555240793
2018-01-01,Engineering,Government,Himachal Pradesh,4.0,0.0,0.0,900.0,135.0,533.0,127.0,471.0,160.0,668.0,23.952095808383234,70.50898203592814,5.25984251968504,20.209580838323355,79.79041916167665
